,KLRC1,GNMT,CPNE5,RPL9,HSP90B3P,IGFBP1,CD24,ADRA2A,MAPK8IP1,KCTD17,CALB1,XCL1,VWDE,TMSL3,CRYM,SERPINA4,RIMBP2,SEZ6,OPRK1,UPK1B,RAET1G,H19,RAET1E,CCK,NKX2-8,MYEOV,MED12L,KRT6A,TRY6,GLB1L3,SLC38A3,KLK6,GNB1L,SLC7A10,SLC35F3,HOXA11,USH1G,TMEM229A,MMP1,FOXE1,TSIX,CXCL5,HHIPL2,INHA,ZNF683,OVCH2,XCL2,CPLX2,CHRNA9,EFHA2,FAM19A2,GALNT14,KLRC4,ENPP4,LBP,HBA1,CDK5R2,TGM4,TRIM31,LTK,PTPRH,ARHGAP4,EREG,BDNF,ALB,SKAP1,NELL1,SLC6A2,PRR15,KIR2DL4,KCTD3,IGF2BP1,NR0B2,AKR7A3,CCL17,MTUS2,EMID2,TNFRSF13B,GALNT9,LPAL2,LINC01139,ADCYAP1,C18orf1,LOC646471,NELL2,CXCL13,FBXO27,SCGB3A1,DIRAS2,BMS1P20,NTS,CCDC85B,NGB,MUCL1,LY6D,TRIM15,LIMD2,IL9R,C4orf7
TCGA-05-4249,0.827590657109436,1.1797928103242021,4.812363201167173,7.759562954847169,1.4397403368255166,0.0,9.514466496843896,4.287665129735224,5.892293172475967,5.752280532674722,0.27914574142949455,1.8166634415941965,1.5132573539601313,11.05345021729593,7.535905166518114,0.27914574142949455,1.0755824595534185,0.4970714675333277,1.7629140791142184,0.0,2.0897630907517075,5.663602635021468,1.2741609611746356,0.27914574142949455,1.2741609611746356,4.260771014067554,1.6458469843182642,2.166421668181174,1.4397403368255166,6.599076987186515,2.7400719871249475,0.9592735900460094,4.48755488626325,4.851193976829028,5.0754675220977425,0.0,1.1797928103242021,0.827590657109436,8.093770812294162,0.827590657109436,0.0,2.582819500310669,1.0755824595534185,1.4397403368255166,2.0491240767264998,0.0,2.425032787747572,0.0,0.6759501557314238,3.9362315984609237,2.304063998873445,4.305202284195159,0.0,7.040264899775568,0.27914574142949455,1.441255919193865,1.581758343327358,0.4970714675333277,1.8166634415941965,2.304063998873445,5.262099340813395,6.30510854817881,0.6759501557314238,1.1925882454592978,0.9592735900460094,4.247047051069681,5.69980791990079,0.0,3.646676297895497,0.0,6.533870229969759,1.4397403368255166,5.403505867412167,1.7629140791142184,4.465475841328155,2.697602479904304,2.5581880899820804,2.998558276643054,1.1797928103242021,0.827590657109436,0.4970714675333277,1.0755824595534185,5.984764652857446,3.704102985885422,4.843281164424088,5.615544891637693,3.9362315984609237,6.599076987186515,0.4970714675333277,10.517775491516865,0.4970714675333277,4.868341816755374,1.3603609790933862,0.4970714675333277,0.4970714675333277,0.27914574142949455,6.743909587371689,1.7629140791142184,3.7195201951204377
TCGA-05-4382,2.465443464874736,1.4136663079157414,6.091936382617823,7.258799399548413,2.598518033227359,0.890275244670873,8.347914998894181,4.445413320829161,4.995135795049304,5.805008454889831,0.0,3.9913054241552737,4.695056592782615,11.168902996951477,4.995135795049304,0.0,1.069663966712217,0.39109569414086265,1.470244808239822,3.9734623540880443,3.125421921116941,9.665179600702146,2.4025028235331845,0.2145467040886915,0.5411026146502628,5.791216262417837,2.2122554895023736,4.622489339858558,0.39109569414086265,4.335731355688578,0.7868651844336971,0.39109569414086265,4.562441165916621,5.421556601153141,1.470244808239822,0.6715148804328315,1.221714485802093,0.0,6.908794738556799,3.2351034419728517,1.2931643031220836,7.072701759592002,1.069663966712217,0.890275244670873,3.640006911551498,0.5411026146502628,2.465443464874736,0.0,0.5411026146502628,3.391702447100354,2.954238178224579,6.128069337004953,1.4136663079157414,7.209776551944798,0.0,3.946086210703847,0.0,0.2145467040886915,3.244477292617255,5.16189608793684,5.322458607648887,7.359212990940774,2.3353329794538484,2.0960159245820984,4.237025428795861,5.215305254553972,0.2145467040886915,0.5411026146502628,4.681844148884168,1.8724173722455093,6.954142558535259,2.2122554895023736,1.5237928743055242,2.5622688450189655,1.7959838672144912,1.6691209145952741,2.071888086024922,3.0147306559633056,0.5411026146502628,2.3353329794538484,0.890275244670873,0.9839867628268064,5.465842494099234,4.067798649999068,5.483896112935865,5.824284772728013,4.871097326636843,4.12749883475426,2.7471170562661116,12.024358903979104,2.4855730943311607,5.758529464831234,0.0,1.1485763667055577,0.39109569414086265,2.0097162591882705,6.60494467859253,1.9434213402527236,0.39109569414086265
TCGA-05-4384,1.5401307058347578,3.1351202329627585,4.222387378463573,5.189478586513886,1.8714790477779217,1.5401307058347578,8.374652191034079,4.535197191480315,5.690535114570571,5.72700408715706,0.0,1.9613193860287663,4.157632301458019,10.149210265162882,3.4513738860051197,1.9613193860287663,2.1906921764775653,0.47679302902178283,2.3187635137215077,2.7113846356910827,1.5401307058347578,5.274321760991816,2.896160526155782,1.5401307058347578,2.4322879159900834,2.7113846356910827,1.7727465300461243,5.229535187149662,0.0,3.470555519764467,1.5401307058347578,3.7212909795850546,4.244622036578088,4.334784334444738,3.32785219543634,0.0,0.0,0.0,7.642082789852399,3.2830405261438327,0.0,3.884612753398659,6.479400182579727,8.19045977813354,2.6267172169354107,0.7982726686009449,0.7982726686009449,3.5437958769247855,1.5401307058347578,4.128543069802013,2.043762549222818,4.522008118165517,1.399802711144683,6.621609359376514,0.47679302902178283,5.872982204493475,2.7894335481785544,0.7982726686009449,4.628935539538353,5.226257296011615,5.0664168345550165,6.230530658966007,2.6267172169354107,4.828033698094982,0.0,3.819771742363993,1.041195017798159,0.47679302902178283,2.7894335481785544,0.47679302902178283,6.492441329870536,2.5342204863409212,3.2118149554976174,4.474423483939849,2.377135824258342,1.7727465300461243,2.6267172169354107,0.7982726686009449,0.0,2.1199234783869865,3.9215930659679206,2.1906921764775653,5.133448619566835,4.851319073583712,3.1351202329627585,3.945506136244694,5.5224044725744585,7.556443651491883,2.1906921764775653,9.11395391319137,1.399802711144683,4.823478064258663,0.0,0.0,6.761762565606317,0.7982726686009449,5.513259376984123,1.399802711144683,0.7982726686009449
TCGA-05-4389,2.8779898620724347,2.6211624528338713,4.278621151139185,8.1885946755396,2.3731833418395825,3.798276312768241,9.337800873978873,5.8655554593396415,5.621009376189267,6.024454349933639,0.0,3.4825807287384998,4.725128631501475,10.438055093222099,5.795607801529079,4.510121871893948,5.842453967635,1.2086617938120676,5.008352690938703,0.696491581810335,3.8637630006993593,6.4795398333456165,4.61512051684126,0.2893806290873624,1.7973438475219556,7.101198097983207,3.898372256465106,1.5457097295504505,0.696491581810335,4.6413574567498035,3.798276312768241,3.8846723634053473,4.439883901481421,2.0919504776975075,3.8566942109311304,2.4910378157182405,1.2086617938120676,0.0,5.2484020696541025,0.696491581810335,0.37363038458814585,3.0974265768607894,6.229912388057026,0.2893806290873624,5.348991469275991,0.0,3.5807177966968906,8.904461741807733,0.696491581810335,3.720099497089904,3.170475184824395,6.930963864119018,1.9959376426549615,7.359550384672907,0.696491581810335,4.901987901089064,3.8637630006993593,0.2893806290873624,3.7907273075912964,4.417384125954935,5.70933701956953,7.056227006900694,5.985557132643516,2.692035988691824,1.7973438475219556,6.053257897459784,6.04613264045005,8.076341291277757,7.616711830273844,2.1261581289023592,7.079950739477082,2.433850169463049,4.128323999753489,5.5294568649034055,6.833949415035288,1.7973438475219556,3.63528878594086,1.7973438475219556,0.0,0.8511333526167272,5.253675585924916,2.341421116779244,5.291549516227298,2.845571954968332,4.757341765831163,6.0949615775552575,5.358513661351434,3.46174356903014,3.2516217757610906,9.647982211779569,0.8511333526167272,5.753936787316924,0.0,0.9850329052722998,0.8511333526167272,3.8846723634053473,6.938400869096524,3.7831208811872856,4.791342651838087
TCGA-05-4390,0.49390324457004137,0.0,5.233736177833551,8.409231517900876,2.7928875499375887,0.8229905307086952,8.2985992748006,5.293244521398746,5.433748204084365,5.880580471306794,2.6227391958426693,1.268270671508667,1.9996810858361707,10.999088645434735,6.9997143956957,0.8229905307086952,4.266249554492859,0.0,4.684877452792245,0.49390324457004137,1.268270671508667,7.867339189484395,4.000919936975297,0.49390324457004137,4.343830096873928,6.515359888802168,1.9996810858361707,4.952356252587604,0.0,0.0,1.9996810858361707,0.49390324457004137,5.662647931297646,1.4335118607290014,2.4175820288541083,1.268270671508667,0.49390324457004137,6.910830545499065,7.512502846671496,0.0,3.8901760899981372,7.485637500867114,1.909246164683722,6.569648306908728,1.4335118607290014,0.0,0.49390324457004137,1.4335118607290014,6.015547217623939,3.325906145625196,1.4335118607290014,6.3689896087488975,0.49390324457004137,6.318477903522944,0.0,4.453687776492572,0.0,0.8229905307086952,2.159188051645008,5.0592667155079925,3.9652300673937684,7.1244299521477545,2.525416595626129,5.305779455779167,6.179101120808614,3.2545595209141567,0.0,0.0,1.9996810858361707,0.8229905307086952,6.9489260126858134,3.4549340219807796,4.111449108524615,8.266788920245231,3.2295981348964764,5.07535504881003,1.268270671508667,1.909246164683722,0.49390324457004137,0.49390324457004137,3.8498156317205017,1.0702128141464118,5.821802519260782,4.013808538443737,2.3589748781813267,5.280326497027118,2.23030468060441,1.5752604606325138,4.630340733130035,11.196876839265537,6.407640422936504,6.015547217623939,0.0,0.49390324457004137,3.7794283168165506,0.8229905307086952,6.381304888494016,1.268270671508667,1.5752604606325138
TCGA-05-4398,1.6770404845693117,2.6879563313990773,5.418076226754671,5.278548238690744,3.607810386579936,5.081839053102588,9.446921236853719,3.607810386579936,5.663241690592579,6.1744921046247665,0.3611648492115844,3.369214677475713,4.3481789608571075,10.55655725302281,2.924042912662146,3.075522641700279,0.6258849535007776,0.19679957597460782,0.0,0.19679957597460782,2.4558897007175076,5.115037350578799,3.180280516108816,0.3611648492115844,4.063864735968126,5.985682865351033,1.0079214233836058,5.368640685929888,0.3611648492115844,3.3153961812043367,1.2836523691480108,4.170122805362958,4.9704242240347565,6.112739257544598,3.0026483025957207,3.4344064714191904,3.755539941038818,0.0,6.291843176080956,4.014065020950146,2.214136319808932,5.923059895442968,6.187536959379152,2.838727524743826,3.9780747560562384,0.19679957597460782,3.013385533791309,0.0,1.1552761357856514,2.611113365677364,2.10132533517984,4.992932859849916,2.2594270386762427,5.484327943864161,1.1552761357856514,2.595008407971044,2.5786398292048474,2.4925275369193614,4.296234514088981,6.042034079643099,5.459649341894359,7.310550158534422,5.991682023458286,1.1246698229873993,0.5022892927437043,4.302141622899026,0.0,0.0,2.6879563313990773,2.226189891740332,5.771874051209983,2.7729948897425922,1.08431050395725,3.258515680938047,4.852124009525361,1.6770404845693117,3.5717921139053463,2.7313825393452897,1.6770404845693117,0.5022892927437043,4.203172060942618,0.5022892927437043,5.33357350036294,4.005425912999122,3.8290673926963468,6.479611953027492,4.8210635178651815,5.706096461987932,1.08431050395725,11.438275191951815,0.19679957597460782,6.072074017218265,1.1552761357856514,0.19679957597460782,4.002210998293506,2.1275767294943155,7.321274531879489,2.626963059308305,3.338814757130756
TCGA-05-4402,1.15417313077333,1.629554216018925,5.291287716351668,5.036725303855996,4.1954545572022965,0.6755431346115843,9.03507466403141,3.831188150755671,5.9867760733717175,5.684881640622222,0.0,3.2334964211532493,3.6479715184008428,10.54069910076577,5.9434290980694255,2.431382799383552,2.079041461658496,0.7913169043321888,3.925953523628123,4.311967570004928,4.161822509012094,7.470788079418027,4.295660958265665,0.8951079526062484,2.5881173562611264,4.374654527344259,2.079041461658496,7.172155930144548,0.39372985188974347,2.1376278992267954,1.9841688611724035,3.4313191322146777,4.8497229165398,1.0750706800850756,3.079572377368201,0.7913169043321888,1.15417313077333,2.365635006705158,4.766719145216766,5.006500089243105,4.6343697003925195,4.467436834630132,3.9814874990172413,0.6755431346115843,2.7997903796649264,1.5811001644023452,1.8418028160899085,0.9891321880492887,4.165948688081544,3.589757769745953,2.1376278992267954,5.4830526745659265,0.21615921753976508,7.225350459833661,0.21615921753976508,4.213464481628821,0.5445311562311618,1.4198500196481005,3.5064608926151775,4.046828336248712,5.62927083129463,6.206745267224726,4.810890836210278,2.490474454091464,3.2799521093755666,4.660708955578794,1.4198500196481005,1.2958224579558149,5.375144139411325,0.9891321880492887,6.720262373785691,4.676560182074764,3.5627548491033822,3.3833660101639684,3.2334964211532493,2.7392968984353794,2.016807871827228,3.4918756385338403,0.8951079526062484,0.5445311562311618,4.012510667997964,1.0750706800850756,6.103875400621936,3.4162994360717827,4.789048863173939,5.250371096200029,4.567481818193752,7.557086403957647,2.2952583176075847,10.816005175177757,1.6757498601208134,5.009721543419898,2.192982258078087,1.4765463150969171,2.8428724269096555,2.551178043634025,6.135069097200591,1.7622276666220171,3.2334964211532493
TCGA-05-4405,1.2948641445140034,2.1918322872588627,5.810065564611456,6.789267870313318,1.8407083509599185,1.2948641445140034,8.516110605631653,5.0586696171341785,5.72296399407213,5.6854351878381415,0.0,2.114917270355171,4.396649201928519,10.42758274486114,5.777773058967859,0.0,1.2948641445140034,0.5083826421148506,3.6228651779186687,0.5083826421148506,1.4616800880257803,6.5204325972695685,0.8438490629734383,0.0,3.568315054047169,4.388452196464335,2.702387531743644,0.5083826421148506,0.0,5.3799802994091115,1.0945707995083898,0.0,5.217053079717073,5.724502981225879,3.54945070622333,3.9516782395481322,4.467540119549708,1.7296003373196687,5.617966746230228,5.054448011941787,2.97924205417238,4.302569380588944,0.5083826421148506,1.604586161703076,3.314375077706184,0.0,2.6093342281630525,2.5067252175662182,0.0,4.284471687262919,1.7296003373196687,6.069288641632295,0.0,7.186114023973034,0.8438490629734383,5.583695537054729,4.5048547005149455,0.0,2.263241172251021,5.358372414423321,5.825829001297212,7.422266104044865,3.2899901777546243,4.3752814368896615,0.5083826421148506,4.715449584083559,0.5083826421148506,0.0,3.54945070622333,1.2948641445140034,5.880974229820626,0.0,3.038739079634356,4.47511502996006,1.7296003373196687,2.0316027997646784,1.4616800880257803,3.132869034021989,1.2948641445140034,2.787508122436926,0.8438490629734383,2.787508122436926,5.950645156751003,4.169229375413816,3.264995760481754,4.666810762136343,5.792028367095741,7.747696142915772,2.6093342281630525,11.04081080907485,0.5083826421148506,5.866062875708328,0.0,0.0,1.604586161703076,0.0,6.482504723430218,2.559349089810632,3.239360572408637
TCGA-05-4415,2.530166781192865,0.8472835745708761,3.796737847476087,5.344456400527725,1.7730692230065752,5.473668855423521,5.6110968476979695,1.6094379124341003,3.7560192764319495,4.259545392207637,3.1451087176903347,3.426793650872519,3.5616765656260356,10.417337598124156,2.377488463020708,0.3676940104211656,0.0,0.0,0.0,6.875346750124029,4.8318594438487965,7.891786898938991,4.103561951271709,0.3676940104211656,1.2992920749980297,6.650279048587422,0.635994649055637,4.9360697813893815,0.0,0.0,0.3676940104211656,0.635994649055637,4.749253213794608,1.1700643560747492,1.7730692230065752,0.3676940104211656,0.635994649055637,1.41369063260165,4.606280569284321,5.870237148939624,0.0,7.9958322657348635,4.873501229157958,5.335935835254491,3.455265655563456,0.3676940104211656,2.779508475428945,5.445300995744568,2.530166781192865,4.366631231283315,1.0216592474999815,3.304032816881644,3.2356228080431673,5.342334251964811,0.3676940104211656,1.5732302554645907,1.516357245418059,0.3676940104211656,3.8827095330907597,3.2009399341346465,7.3427791893318455,7.216298242101248,7.074870131029698,7.410988150620974,0.0,3.28757318602961,0.8472835745708761,0.0,2.530166781192865,3.523087527139991,7.27339789290313,8.644100694442148,0.635994649055637,2.0368862750776753,0.0,0.635994649055637,3.1451087176903347,0.8472835745708761,1.0216592474999815,2.4567386299600797,0.0,2.1465860393091662,4.125340842124262,3.311677406223462,2.8590186802381425,4.3552834523517125,6.631122603156405,4.1536616629385925,0.8472835745708761,9.782861103207868,10.740382200963566,5.572997782584134,0.3676940104211656,0.3676940104211656,0.3676940104211656,0.3676940104211656,5.964732919638948,1.6945875574757814,0.3676940104211656
TCGA-05-4417,1.9048500309477918,1.6951751447126653,5.8147542178894875,7.375130456874181,2.7066024870030088,0.4918874227457398,8.687838512172474,7.003247260441357,4.261151949791374,5.878987099395434,0.8201321923144341,2.3542948006695474,2.3542948006695474,10.86820076194365,4.827505410694356,0.0,2.6179504235457647,0.0,0.4918874227457398,0.8201321923144341,1.5711751403087681,5.8825365644891265,2.412882402606619,2.2920598969375345,0.8201321923144341,5.8983536970040715,1.066811976118312,1.4295693446012123,1.066811976118312,1.4295693446012123,2.0780906296088797,1.6951751447126653,4.198461304714664,0.4957322903183355,4.127074705844969,1.066811976118312,0.0,3.469899099656931,7.054466929140963,0.0,2.139772002588134,6.320201586939733,4.667891431880806,6.6738174282734795,3.7296422468818022,0.0,2.9987975707266523,0.4918874227457398,3.5820122484129566,4.030301918117189,1.066811976118312,6.102639128283397,1.2645503662115403,6.9220821573781475,2.3542948006695474,6.972165666910999,1.066811976118312,0.0,2.412882402606619,5.740001893556539,5.008493001024222,6.160620651747616,2.7066024870030088,1.9048500309477918,1.2645503662115403,5.927560491321363,0.8201321923144341,1.8054979953385684,2.9333567447942213,0.4918874227457398,6.846650854578848,5.417384022455777,5.72766825778216,6.381191456926566,5.901832466344851,2.5704878378782063,3.788853740045138,3.3875040545301527,0.8201321923144341,0.8201321923144341,4.106365355448728,3.3875040545301527,6.74358204069336,3.1998193990944026,4.2963761494326835,6.900555422105098,4.533995292765138,6.17261875614993,1.066811976118312,11.85063265301065,2.66325504624566,5.406036598246756,0.0,1.5711751403087681,4.007464085755533,0.4918874227457398,6.602532259705651,2.7066024870030088,4.554255767186542
