,GDF10,LRRN4,BTN2A3,ZFP2,FCRL2,VEGFC,KRT81,WFDC3,ZIC2,ZNF80,CROCCL1,SST,NOTUM,ARSG,KIR2DL1,FMN2,OR2A4,NR2E3,LOC284798,PDGFB,CNGA3,KLRG2,IRX6,KCNQ1,ZNF354C,SPATA6,MMP23A,LOC100170939,NXPH1,TRIM6,TFAP2A,ZNF516,GRIA1,KRT6A,C15orf51,ISL1,GFI1B,BAGE2,C16orf75,HHATL,UGT3A1,NEFL,LYPD3,ELOVL2,LY6K,IGFBPL1,PBXIP1,CLDN2,CPS1,BMP5,HHIPL2,NCRNA00105,PHGDH,GRIK2,C1QTNF6,DMBT1,WHAMML1,GAP43,PPYR1,IBSP,FCAR,SLC26A4,GPRIN2,SLC2A1,SEC14L4,EREG,PRMT8,CDT1,INPP5J,MAGEA8,TRIM58,IGF2BP1,SERPIND1,HLF,BTG2,ZC3H12D,PLXNB3,CTNND2,ZNF767,PKP2,DKK1,FSD1,SCNN1B,D4S234E,ACADSB,SLC25A5-AS1,FAIM3,UGT2B15
TCGA-05-4249,3.4216533902295376,7.798490225839766,3.087727875299574,3.5216317143371927,3.9362315984609237,3.891240538245615,1.2741609611746356,4.791201519709124,2.800562531178738,0.9920288032653263,5.68807983092891,0.0,3.0114776617677235,3.502420349461964,0.0,1.7060926424709633,3.88464358660438,1.2741609611746356,1.9625143896505441,5.644428711623211,1.8676860248512244,4.764103695542805,2.582819500310669,6.690741651237906,4.256218200230766,4.38454097107921,0.0,4.446792083186488,2.237609142865028,4.063864735968126,4.653884156778691,5.732664672648175,2.3357006692052527,2.166421668181174,0.9592735900460094,1.357045760760767,2.425032787747572,1.2449035929279004,4.880632905301531,1.1797928103242021,0.0,2.3357006692052527,3.7195201951204377,2.8389498002610933,4.2832333960566515,3.34520182085823,8.773898396647429,8.38523085289654,2.582819500310669,4.730595059393576,1.0755824595534185,3.789893788795079,4.076726946049526,4.454307760588263,6.137048638269114,7.888634530743905,3.646676297895497,0.0,2.0897630907517075,1.0755824595534185,1.7060926424709633,2.2549797266743665,5.770515461192306,7.331531706861554,5.085470620711195,0.6759501557314238,2.8939043996520377,4.907169279034665,5.040666476658032,0.0,2.0491240767264998,1.4397403368255166,4.278780548699908,7.053715364425671,8.841404859209808,3.8713197538576676,6.123422202056712,3.878002826026819,4.736259850018149,5.894956400027313,4.313856192756142,0.827590657109436,7.352383406271625,3.6958227932481122,6.970485916883192,2.3357006692052527,5.7965074976384,5.1491268646733594
TCGA-05-4382,2.8491272204135005,3.0379389090163778,3.796688469747677,2.954238178224579,5.402127681265031,5.646785224299309,3.156770607510939,5.833435522883059,0.39109569414086265,2.2130432443325505,5.967566243970316,1.9434213402527236,3.166904405869278,4.172758251457604,0.0,2.1584490983848124,2.465443464874736,1.069663966712217,3.1361896262492466,6.82819029051594,2.6672976486152455,2.6505411375565444,1.6229857249793689,5.753226393335545,3.706829876941899,4.194642283537465,0.0,3.5057405633935907,0.0,5.119884240000884,3.66482751125088,4.615407604340571,2.616161494709782,4.622489339858558,1.4136663079157414,0.7868651844336971,0.2145467040886915,1.233638396981686,5.966426187253913,0.0,0.2145467040886915,4.2404774711700615,5.35464098760098,4.142814040056531,5.71767880518162,3.4311768074033413,9.053646795058244,2.3119015596313943,3.554810774319366,4.6928604991150795,1.069663966712217,3.7583635382695215,6.429848501973256,3.166904405869278,7.013132794495465,2.1857141412626304,4.100117864593942,3.391702447100354,4.820297694507223,4.345086419207936,4.150384573104773,1.7554584895017233,6.214027930157126,9.851767851460693,3.6209806267994926,2.3353329794538484,0.0,5.4617873436566295,4.123633101408658,1.1485763667055577,1.7554584895017233,2.2122554895023736,1.1485763667055577,4.13900717212829,7.539037694065281,3.407679659560971,6.746483806380487,1.5237928743055242,5.1795732441957565,6.378375248568339,5.248549224313916,2.524656069305283,6.284290865209977,1.221714485802093,5.850799196782718,2.465443464874736,5.20860051487823,3.4616714039037495
TCGA-05-4384,6.098310209389404,4.725527682651825,3.6283966972341957,3.2118149554976174,1.9613193860287663,4.604785111856564,4.213389024167929,1.5401307058347578,0.0,0.9743331992680241,6.157059490819498,3.0227636126050212,4.640797913631091,3.9572525524027773,0.7982726686009449,4.640797913631091,2.256771494454499,1.041195017798159,0.7982726686009449,6.667698247763149,7.259313153021391,3.2361222466766715,2.9293413711504366,6.836645883523426,2.6267172169354107,4.167142629205475,2.7894335481785544,4.248905158022326,2.043762549222818,5.393036462605869,4.628935539538353,6.2648067939549374,5.02714492372282,5.229535187149662,1.8714790477779217,1.041195017798159,0.47679302902178283,0.47679302902178283,4.402261766465722,0.0,0.0,2.256771494454499,7.436128047177628,2.99258231764788,2.4322879159900834,3.4893730805658807,8.716137488418864,4.43899398859638,6.92389434086517,4.876082427563899,6.479400182579727,5.524843191520499,5.096764059476604,3.1351202329627585,5.913416515411612,8.049535608051523,4.185899214002277,0.0,3.4893730805658807,0.0,2.043762549222818,2.377135824258342,5.942702257550049,6.943537394621777,5.539347986156005,2.6267172169354107,4.908174274537657,4.176564897143411,3.8970920920397254,0.7982726686009449,2.5815417091274684,2.5342204863409212,3.259856526793769,5.673890116791164,8.588350385732566,3.4893730805658807,6.954963239746688,1.7727465300461243,5.487631087752443,2.3187635137215077,2.751173545484297,0.47679302902178283,7.548108039028265,1.663187188428291,7.755831407868402,2.99258231764788,5.188390887169432,1.399802711144683
TCGA-05-4389,1.3041619715812716,4.165467607720983,2.736281261443036,2.0852993511639957,2.46285699982624,4.0841140754622645,2.8196989046011187,5.491459337608984,0.9850329052722998,2.8779898620724347,5.351621138570348,0.5134820922271999,10.552959714236268,3.9252234943353392,1.7114347773562668,0.5134820922271999,1.9516507828983796,0.5134820922271999,1.7401152360757166,5.239543530969646,1.9982043709192132,4.1758323790683685,1.391306777943427,6.700830735581283,3.0666472965235942,4.638111610222233,0.0,2.5184542499413425,2.5184542499413425,5.3264090737142205,3.3621897124800624,5.822788465901163,1.2086617938120676,1.5457097295504505,0.8511333526167272,2.20317351393863,2.341421116779244,0.5719959789957949,5.718198068890511,0.2893806290873624,3.9448986310215868,1.4714853321756147,5.424240514742529,2.5711225715981407,0.9850329052722998,5.57881620121101,8.666536907712986,8.369252191556626,5.585134064671439,4.889438939689726,6.229912388057026,2.916683654943486,6.035754122614161,2.6918124122124936,5.36167237511081,3.9831261819875206,2.757798636142146,1.9028087730033496,7.700317837840281,1.103069009385051,0.9850329052722998,3.002087039191999,8.341078730681733,8.048848984567254,4.472520690092594,5.985557132643516,0.0,5.930035852111334,5.0217137013032564,1.9516507828983796,1.3041619715812716,2.433850169463049,4.095350722539666,6.33520849492108,7.494229972514961,3.35049338728745,4.941063683743698,4.301613441712479,4.230988605519403,5.030522885103179,7.083899461694938,1.9982043709192132,5.952965373582364,2.4910378157182405,7.193836070066944,3.1844665581201355,5.608991826538582,2.4910378157182405
TCGA-05-4390,3.325906145625196,3.876638285436395,2.9715164222948722,2.23030468060441,4.0353798120561954,4.360283200229334,2.159188051645008,6.924740214821378,0.0,1.0702128141464118,5.004067104018206,0.0,3.7193189364041044,2.9382514548059886,3.4549340219807796,0.8229905307086952,3.9027602381489612,0.8229905307086952,0.49390324457004137,5.411181658326769,6.92912530471833,4.2481594713989885,6.407640422936504,4.89188929493931,1.9996810858361707,3.5870377402052287,0.0,3.312038245342337,2.082611512010657,3.928219137130214,4.511438459770188,6.72372666599648,2.6227391958426693,4.952356252587604,0.0,1.0702128141464118,0.49390324457004137,1.0702128141464118,6.006151168759606,0.49390324457004137,5.263932939686206,0.0,2.9715164222948722,2.3589748781813267,8.852232973993434,3.0651417249261588,7.643128268253952,6.184381853490322,9.821832712742305,6.458955647595192,1.909246164683722,3.9169707451520797,5.364470208967561,0.0,6.82650617724115,3.808179116887557,3.4944934132189225,0.49390324457004137,1.909246164683722,3.2295981348964764,2.9715164222948722,6.372192874983733,7.519111975396688,8.279829004462055,2.7529853250959566,2.525416595626129,3.2789129800422465,6.796980130622812,5.474729832334623,0.0,0.8229905307086952,3.4549340219807796,4.2014515519059366,5.998251463796956,7.715738936131712,3.302683742924606,6.072235451120657,7.845325977721331,4.934135746455621,6.9519922358751876,6.12749998948145,1.909246164683722,8.486954578155535,1.5752604606325138,6.847075968170286,2.2967078558211695,5.0339220408714445,1.0702128141464118
TCGA-05-4398,2.5450762661443647,5.836767884926147,3.124503605041852,2.900399093485162,4.170122805362958,4.5579622194835405,3.162030303248846,5.066870689493121,5.607352334597121,1.638083676624008,5.820109636227211,0.0,2.3783324349322257,4.917869208671007,0.8350372915595619,1.08431050395725,3.9942295242191244,1.3974321055303465,2.2720640279260933,6.278465137403538,2.851365244022802,3.241650501834351,2.046672968631067,4.978063891862195,3.89313372090744,4.6452366952011745,0.0,2.6579211410115273,1.3421595937553126,6.44290474968119,5.120248753155778,5.783323518055717,1.1552761357856514,5.368640685929888,0.925210829248714,0.0,0.19679957597460782,3.534807104552116,5.56578780307101,0.19679957597460782,0.0,0.6258849535007776,6.014255352408757,3.0345298202619033,5.9277070542217585,3.659515007984019,7.981306137054876,2.2942403724584817,3.1527787564932748,2.5786398292048474,6.187536959379152,4.57827369664443,4.801600083783878,0.3611648492115844,7.0235719381424015,5.8188388333423715,3.455227760148481,2.2024332110436045,2.2024332110436045,2.838727524743826,2.838727524743826,4.2708254845580145,5.775256266114625,9.28859686994195,4.472317420187146,5.991682023458286,1.7552165010468488,6.252839861186739,4.256966403090986,0.6258849535007776,1.6355344171553747,2.7729948897425922,2.018177653075922,4.609072561805332,7.430292058676139,4.1324588943307585,7.074303081660051,0.5022892927437043,5.7318028773392475,6.291843176080956,0.7359192724038143,1.7168922345485031,6.432814682946439,1.5469878755608948,5.316633595583808,2.5103550742415877,5.258130586902755,0.925210829248714
TCGA-05-4402,3.520833514088464,5.697908590459511,2.7076234433874222,2.62374787858139,4.245085148569854,4.559937436708333,6.1756260767798254,5.106327219208386,2.62374787858139,0.2783133224476808,5.49848702742241,4.849417478566787,3.0457264744849195,3.9211849067405304,0.39372985188974347,3.3668543532396096,3.0341882713100485,0.5445311562311618,1.4198500196481005,5.940260722402111,2.551178043634025,1.8028147999050397,0.5445311562311618,7.064297382788604,2.910795107537043,4.856947840296586,0.0,3.2889912660379697,2.219540383819634,5.604713238443918,5.774203658951928,5.182294655610563,1.950428497356781,7.172155930144548,1.4765463150969171,0.39372985188974347,0.9891321880492887,1.6762176701236375,5.817477164403978,0.0,1.4198500196481005,0.6755431346115843,6.201381004841098,2.0484022690826684,6.455230009386571,2.77000413507005,8.857240458565114,7.26444322283637,3.1646012487680646,6.378380342193413,3.9814874990172413,3.478195459149467,7.559856481606081,3.068420309503854,6.606333919975109,4.662986161364835,2.8143602657956244,2.85683220965485,4.632940982933448,5.390664068677737,2.108769734808871,1.8793429047832002,6.724328711889118,9.084160178668427,4.606784881665093,4.810890836210278,3.6160506634585947,5.471959700954723,5.094565819020025,5.386250402013313,2.691399002833056,4.676560182074764,4.707519171537782,4.613985219169323,7.768207666517555,3.1947101734094203,5.885603906408473,1.3597450258863542,4.389731872934234,6.074334024930277,5.908658859251064,1.227503766852301,6.888115678396381,2.532179790843644,6.337834072157251,2.9619893299890334,5.319320253636316,4.502800748149254
TCGA-05-4405,4.4975025665674355,6.06313848798094,3.568315054047169,3.12968607695052,4.0487141507720406,4.575550831913322,3.338183031718645,1.2948641445140034,4.001371815158826,1.3800750613059738,5.48311086557377,0.8438490629734383,3.510616649430696,4.858943810188686,0.0,1.2948641445140034,2.114917270355171,1.2948641445140034,1.0945707995083898,5.763308453970228,3.8721755359041183,2.9731645268363,1.4616800880257803,5.4533405227998815,3.4702164750275326,4.691430447627867,0.0,3.7449856478978076,1.2948641445140034,5.054448011941787,5.819946422519271,5.5167458192352745,1.7296003373196687,0.5083826421148506,1.4616800880257803,0.0,1.0945707995083898,1.8407083509599185,4.984400826791916,0.0,0.0,1.2948641445140034,4.595820614642788,2.9731645268363,6.014157600936909,4.428777816769568,8.625819767686762,6.850747794928186,2.9731645268363,5.854730889845468,0.5083826421148506,3.6050113137942073,4.589109907361577,4.4208422176961095,6.985114389026472,6.896007543765112,3.8154306039288195,2.114917270355171,3.2899901777546243,3.657646751682838,1.0945707995083898,2.559349089810632,6.5764236069891995,6.92247638976353,4.037086143381819,3.2899901777546243,2.1918322872588627,4.744697318188803,4.923638462455387,0.8438490629734383,2.7458532431678706,0.0,7.027145910652224,6.1359782255606925,8.036201412970124,3.314375077706184,7.441126822597615,0.8438490629734383,5.087713612305777,4.703512128986771,2.4511861162103132,1.2948641445140034,7.728635826051634,2.263241172251021,6.203870657879451,3.657646751682838,5.7089789495630185,0.5083826421148506
TCGA-05-4415,2.377488463020708,3.574217480372799,1.2992920749980297,1.1700643560747492,1.6945875574757814,7.170204155254564,4.058525656355709,2.5649493574615367,6.1609731170561215,1.0216592474999815,4.855321716142777,0.0,2.4178939593050597,4.453054600617301,0.0,3.8454087314054317,0.8472835745708761,1.1700643560747492,0.0,5.168590157404659,0.0,1.0216592474999815,1.1700643560747492,4.181200927197989,1.41369063260165,2.7227548886368256,0.0,3.455265655563456,0.0,7.071097869178289,7.033012535154414,5.837083007301276,0.3676940104211656,4.9360697813893815,1.516357245418059,0.0,0.0,1.373994021157049,5.58140389564746,0.0,0.0,5.081404364984463,6.852125226015233,3.0231334099019302,7.348799863595771,3.724352769920962,6.912742820493176,1.1700643560747492,10.767016543962313,5.5847474055329265,4.873501229157958,3.2380665002541167,6.205904330286775,6.595325492421924,7.728662228343354,4.653960350157523,4.187969990295556,1.6945875574757814,2.377488463020708,0.0,2.2454219732606715,2.0368862750776753,4.349560259536048,9.954375514787706,5.158417164615466,7.074870131029698,0.0,6.90385869715811,2.1465860393091662,4.674901451461759,1.6945875574757814,8.644100694442148,2.2454219732606715,2.779508475428945,5.919192196861345,2.1465860393091662,2.4178939593050597,0.3676940104211656,4.214594182984394,5.410158338615427,8.889905053810239,1.7730692230065752,5.009895020161106,1.2992920749980297,6.304854570178517,2.0368862750776753,3.991203803302587,0.0
TCGA-05-4417,2.412882402606619,6.136181584004446,2.9666123749801385,2.66325504624566,3.6828135939262294,5.066221361335802,1.066811976118312,5.7193637864230675,0.8201321923144341,2.652572726632923,4.895112202840717,0.4918874227457398,4.085216359995229,4.506326169531624,0.0,1.066811976118312,3.2246352077365312,0.4918874227457398,1.2645503662115403,6.746571927790698,6.719330736800867,2.6179504235457647,3.1457974763162837,6.646957886329618,3.8310710511818664,3.7142742591338784,0.0,1.8054979953385684,1.2645503662115403,4.919769224588882,4.433605763206961,6.086881539389469,1.066811976118312,1.4295693446012123,0.8201321923144341,0.0,0.8201321923144341,1.717107759532275,5.281664473626443,0.0,2.0780906296088797,0.0,4.593586351694337,4.09584676668112,4.832576638215296,3.803125129571216,8.180121975442704,6.904387614761166,9.515579906166296,4.387291500910943,4.667891431880806,2.7066024870030088,5.700420161745399,0.0,7.1659802190238215,7.326590606028473,3.774378020716082,2.0780906296088797,1.9952171864254962,3.788853740045138,2.412882402606619,4.99493942252322,6.62865626646083,6.508305542195888,4.703067924264551,2.7066024870030088,2.9333567447942213,5.070217804475688,4.83763020393965,0.0,1.9952171864254962,5.417384022455777,2.6179504235457647,6.230544437720545,8.499662421496675,4.697293474863897,6.13732092411042,6.515855741045402,4.205876992371177,3.343614171726767,0.8201321923144341,1.6951751447126653,6.745078689997935,3.17277324590402,6.9220821573781475,2.0780906296088797,6.219098003695044,1.2645503662115403
